day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW,WLV,DWLV,LAT,LON,ELEV,IRRAD,TMIN,TMAX,VAP,RAIN,E0,ES0,ET0,WIND,SNOWDEPTH,year,crop,site
2012-08-01,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27930000.0,26.29,41.95,34.19497202549689,0.0,1.020054652601526,0.9271613115452093,0.8151665173564566,2.68,0.0,2012,wheat,UpperEgypt
2012-08-02,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27650000.0,25.2,42.14,32.05712242915689,0.0,1.1224315608512447,1.0308431777170015,0.9071054967481169,3.89,0.0,2012,wheat,UpperEgypt
2012-08-03,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27190000.0,25.85,41.7,33.317486585526794,0.0,1.1507483931964169,1.0605974111708085,0.9148433314378248,4.54,0.0,2012,wheat,UpperEgypt
2012-08-04,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26980000.0,25.11,40.85,31.88592973554536,0.0,1.1741092650885072,1.0853116085279582,0.9278282062619368,5.22,0.0,2012,wheat,UpperEgypt
2012-08-05,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27670000.0,24.12,39.81,30.054772492857367,0.0,1.119027115821492,1.0288487884392452,0.8867131486708842,4.69,0.0,2012,wheat,UpperEgypt
2012-08-06,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27300000.0,24.11,39.4,30.03675425573542,0.0,1.0346374821575768,0.9458509498865117,0.8312769344814755,4.01,0.0,2012,wheat,UpperEgypt
2012-08-07,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27900000.0,23.47,41.28,28.903010123491917,0.0,0.939772392197652,0.8484777427156288,0.7666117879822796,2.09,0.0,2012,wheat,UpperEgypt
2012-08-08,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27220000.0,25.4,42.12,32.44042238158677,0.0,0.9643403083524769,0.8741021811608611,0.7760265269055664,2.22,0.0,2012,wheat,UpperEgypt
2012-08-09,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27590000.0,25.89,42.11,33.39643867067008,0.0,1.0546000502018174,0.9629363358354622,0.8450803691473983,3.13,0.0,2012,wheat,UpperEgypt
2012-08-10,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27210000.0,25.51,42.1,32.6529355955192,0.0,1.0410008448126848,0.9507589358747726,0.8402005668303059,3.11,0.0,2012,wheat,UpperEgypt
2012-08-11,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26920000.0,25.82,42.31,33.25837932795161,0.0,1.026298392483011,0.9368083776121561,0.8275501786193399,2.96,0.0,2012,wheat,UpperEgypt
2012-08-12,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27220000.0,25.61,42.07,32.847181509472335,0.0,1.0351483334389027,0.9448445670705647,0.8338848794053757,3.05,0.0,2012,wheat,UpperEgypt
2012-08-13,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27190000.0,24.79,42.15,31.28368323691673,0.0,1.0631434398176258,0.9732441316847018,0.8688014272484018,3.41,0.0,2012,wheat,UpperEgypt
2012-08-14,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27110000.0,24.56,41.72,30.85696885386694,0.0,1.0306650042492427,0.9413050055523742,0.8403556407140658,3.18,0.0,2012,wheat,UpperEgypt
2012-08-15,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27330000.0,25.4,40.41,32.44042238158677,0.0,1.0315524420935858,0.941666684148833,0.8333731412421607,3.78,0.0,2012,wheat,UpperEgypt
2012-08-16,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27390000.0,24.12,38.9,30.054772492857367,0.0,0.9630330795893084,0.8741733412855692,0.7810706592540579,3.39,0.0,2012,wheat,UpperEgypt
2012-08-17,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27790000.0,21.35,39.89,25.409773753254413,0.0,1.009602449851841,0.9202712015460774,0.8409268750671757,3.36,0.0,2012,wheat,UpperEgypt
2012-08-18,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,27300000.0,22.3,39.99,26.92664553036638,0.0,0.9630319091380036,0.8747937901397718,0.7930912535317932,2.89,0.0,2012,wheat,UpperEgypt
2012-08-19,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26780000.0,23.4,40.94,28.78130284758361,0.0,0.9918835371227036,0.9044290947418006,0.8157959696558728,3.09,0.0,2012,wheat,UpperEgypt
2012-08-20,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26600000.0,23.89,40.09,29.642730169554472,0.0,1.0042122101191429,0.917499608342454,0.8088899865500059,3.46,0.0,2012,wheat,UpperEgypt
2012-08-21,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26810000.0,23.54,39.83,29.02516632372359,0.0,1.0017416448639271,0.914609902937927,0.807660974785588,3.46,0.0,2012,wheat,UpperEgypt
2012-08-22,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26190000.0,22.71,39.47,27.60534596933551,0.0,1.0034565169878407,0.9188541243266597,0.8156522392935216,3.76,0.0,2012,wheat,UpperEgypt
2012-08-23,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26820000.0,22.75,39.52,27.67235339124153,0.0,1.0477194220450734,0.9610416764993117,0.8471847219025396,4.12,0.0,2012,wheat,UpperEgypt
2012-08-24,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26860000.0,21.47,39.92,25.59716193501118,0.0,0.9765813912561112,0.8901713323237358,0.8163558403198625,3.25,0.0,2012,wheat,UpperEgypt
2012-08-25,,,,,,,,,,0.3129386,,,,25.687243,32.639637,-99.0,26470000.0,21.96,40.15,26.37491979238233,0.0,0.9606532772327604,0.8751773294623446,0.8008272753619277,3.1,0.0,2012,wheat,UpperEgypt
